Worker size,Energy (FA),Energy (MZ),Time (FA),Time (MZ),RMSD (FA),RMSD (AA),RMSD (AAS)
E12,-76.496,-22.256,3,54,8.19214,6.29439,4.62748
E12,-100.682,-9.902,3,15,8.89043,7.75814,5.46931
E12,-68.437,184.661,2,45,9.68983,9.36456,8.78496
E12,-73.537,-24.218,2,43,8.98648,8.1807,8.20946
E12,-95.140,-12.326,2,38,12.5962,11.753,11.5471
E12,-51.444,-35.135,3,62,11.3847,10.9492,8.79666
E12,-41.208,-31.741,2,34,6.73335,6.99958,5.54219
E12,-113.128,-27.362,3,20,5.00469,4.86023,4.05971
E12,-68.609,-6.515,3,43,10.7171,10.6537,10.029
E12,-86.641,-32.292,2,32,8.85707,6.81825,4.17937
E12,-73.162,-4.074,2,27,12.5954,12.6429,10.2524
E12,-77.692,134.149,3,54,10.4291,10.9284,10.3576
E12,-46.181,-6.098,2,51,7.6024,8.20387,7.43979
E12,-17.014,45.282,3,73,11.3863,11.2489,10.3202
E12,-2.648,39.615,3,48,12.1689,11.1527,10.754
E12,-43.329,130.136,2,71,6.98464,6.62869,4.49979
E12,-66.693,-14.669,3,51,13.3805,13.1571,11.5225
E12,-65.421,4.322,3,52,10.613,10.4712,9.99149
E12,-103.048,-25.976,2,49,4.93999,4.62531,4.01849
E12,-122.481,-30.559,2,33,6.89195,6.99689,5.95293
E12,-109.232,-11.454,3,53,6.87945,6.49682,5.03309
E12,-65.766,5.370,3,110,10.4493,10.31,9.40045
E12,-98.434,1.698,2,38,5.39795,4.63133,3.58955
E12,-29.104,15.717,3,51,9.65795,9.53513,8.11847
E12,-105.926,-28.319,3,34,7.18091,6.87481,4.84052
E12,12.091,50.644,2,42,12.8973,11.3937,11.6216
E12,-102.060,-25.188,3,64,5.32005,5.10029,3.3792
E12,-110.686,-25.142,3,34,5.90723,5.70509,4.52305
E12,-86.814,-16.181,2,62,12.4305,13.36,13.4407
E12,-63.710,-17.099,3,28,7.87599,6.45786,4.42073
E12,-22.212,21.806,2,33,11.9407,11.398,11.5587
E12,-117.710,-21.466,2,20,4.83695,4.59322,3.43334
E12,-107.235,-28.468,3,46,5.0118,5.85855,4.6464
E12,-28.541,-3.730,2,42,9.1654,8.35869,7.24716
E12,-133.577,-21.071,2,18,6.56645,6.4578,5.87365
E12,-32.642,13.564,3,18,9.00782,8.56688,5.93267
E12,-12.437,-14.793,2,52,8.75192,7.69351,5.08349
E12,-111.458,-21.981,2,35,7.67948,8.05401,6.75927
E12,-95.213,-20.348,2,32,5.54614,4.4784,3.71819
E12,-84.283,7.566,2,20,10.3121,9.96335,8.96504
E12,-107.100,-20.232,3,41,8.74173,8.68716,6.41717
E12,-111.726,-22.979,3,38,7.25915,6.5062,5.45678
E12,-68.883,10.441,3,60,11.5782,12.1548,11.4663
E12,-113.792,-32.427,3,69,10.799,9.90693,8.29718
E12,-99.922,-22.082,3,49,13.6277,12.7218,13.1027
E12,-76.453,-0.776,3,36,13.4262,12.7954,12.9221
E12,-119.986,-24.656,2,55,6.77282,6.74277,5.68383
E12,-31.534,7.247,2,43,9.85251,9.49634,9.07763
E12,-118.715,-20.607,2,23,5.17613,4.74662,3.62132
E12,-68.604,-6.257,2,41,10.2492,10.0924,9.90312
E12,-107.327,-19.165,3,28,5.07035,4.2472,3.68881
E12,-116.925,-32.792,2,44,7.30259,7.41103,5.6391
E12,-127.626,-30.443,2,32,5.79845,5.5619,4.48426
E12,-50.792,-29.382,3,51,7.2683,4.34289,3.36111
E12,-27.890,-15.887,3,91,8.45144,4.18716,3.4652
E12,-126.047,-23.822,3,37,6.10701,6.01311,4.97686
E12,-125.852,-17.187,2,22,5.34155,4.89071,3.82355
E12,-49.910,-15.032,2,45,11.4334,10.6269,10.1648
E12,-63.732,-3.759,3,40,10.0662,11.2442,11.0096
E12,-18.520,91.229,3,45,9.08614,10.2999,7.32014
E12,-39.582,-10.462,2,66,12.4079,9.68962,8.89981
E12,-91.038,-23.627,3,39,7.71755,6.67822,4.90432
E12,-127.853,-18.568,3,23,4.20865,3.67446,2.66583
E12,-92.698,12.925,2,43,12.6993,12.4882,12.6782
E12,-130.753,-26.108,3,27,5.75699,6.06121,4.36853
E12,-118.058,-23.182,3,41,6.9629,7.61351,4.75154
E12,-132.549,-17.605,2,27,6.29847,5.71153,3.77608
E12,-92.713,0.842,3,38,10.6629,10.7584,8.9118
E12,-118.043,-1.187,2,58,6.40927,6.92587,5.89907
E12,-127.645,-19.850,3,22,10.2626,9.64204,7.15285
E12,-101.576,10.954,3,31,4.17099,3.18906,2.65933
E12,-121.272,-30.936,3,41,6.24618,5.69177,3.60417
E12,-126.662,-28.116,2,22,8.44861,7.84049,6.56385
E12,-29.086,4.825,3,46,10.4601,9.17106,7.69891
E12,-116.999,-16.422,3,26,7.32529,7.34857,5.25896
E12,-134.143,-28.597,3,107,4.7749,4.52556,3.68949
E12,-89.094,-0.524,2,82,6.1723,6.38113,4.43161
E12,-93.327,8.198,3,40,11.2651,11.1259,10.3811
E12,-110.464,34.639,3,69,8.99065,9.08207,7.58949
E12,-115.110,-14.904,3,36,4.36028,3.63912,2.52426
E12,-114.929,-18.520,3,71,5.19944,5.15965,3.69097
E12,-114.853,-7.517,3,23,6.41039,6.19537,5.10065
E12,-84.471,-16.499,3,45,12.5662,13.0068,12.5374
E12,-89.540,-9.271,2,41,10.1749,9.4313,9.5396
E12,-75.002,10.933,2,72,11.7293,10.789,8.97743
E12,-114.046,-36.191,3,33,6.21474,6.46586,4.58923
E12,-124.785,-13.862,3,26,9.15467,9.03322,7.51994
E12,-109.472,-24.346,3,19,6.31073,6.07735,4.64912
E12,-123.061,-36.513,3,31,7.17664,6.7171,4.62062
E12,-147.987,-28.813,2,46,3.7668,3.10654,2.25417
E12,-48.711,-12.878,3,52,11.0041,10.5111,8.8859
E12,-49.165,-2.053,2,39,10.4572,10.5364,9.81182
E12,-113.300,-12.983,2,37,6.97129,6.53041,4.83038
E12,-119.123,-28.477,2,38,5.7733,6.27766,4.73321
E12,-102.091,-12.237,2,49,5.18306,4.91501,3.68539
E12,-111.913,165.258,3,16,7.26732,6.86192,6.16105
E12,-124.946,-22.590,3,34,4.48666,4.10063,2.41033
E12,-62.661,-14.077,3,51,10.5605,10.7093,10.2798
E12,-105.947,-17.457,3,32,7.33446,7.80575,6.93045
E12,-127.747,-28.774,2,20,5.3818,5.08137,4.05395
E12,-130.138,-15.090,2,26,6.07066,5.90968,4.84342
E12,-75.788,17.077,3,47,10.6381,10.3854,9.69613
E12,-126.843,-9.420,3,37,7.04974,6.53622,5.06403
E12,-52.451,1.289,3,22,6.84059,6.23866,5.73169
E12,-136.742,14.082,3,37,5.34387,4.88516,3.95233
E12,-119.254,-21.766,2,19,6.73798,6.58451,4.98015
E12,-15.348,44.019,2,90,9.57134,8.41529,7.92437
E12,-42.019,-11.233,3,59,13.7636,13.3215,11.7774
E12,-103.825,-20.008,3,55,5.12819,4.23447,3.14201
E12,-104.142,10.800,3,35,13.0111,12.3789,12.7063
E12,28.428,34.448,2,35,10.9742,9.79323,8.89288
E12,-11.530,163.546,3,46,9.70961,8.16224,6.89305
E12,-104.566,-8.731,2,31,6.12545,6.30088,5.33717
E12,-65.911,15.041,2,46,13.0329,12.635,11.7557
E12,-82.600,-15.495,3,39,7.21673,7.17029,5.89858
E12,-114.251,-33.904,3,58,4.34503,3.76817,3.28271
E12,-37.795,38.583,2,62,10.1989,10.442,9.45522
E12,-99.953,-4.701,3,39,7.11504,6.43439,5.23447
E12,-98.279,-19.852,2,36,7.15652,7.42157,5.60592
E12,-115.717,16.361,3,36,8.55834,8.49566,6.99993
E12,-46.094,11.121,3,53,9.46912,9.07803,9.03741
E12,-108.111,1.745,3,52,12.9425,14.0872,13.3966
E12,-120.317,20.629,2,37,5.61684,6.19447,5.5808
E12,-104.928,-34.075,3,26,4.88265,4.31871,2.97049
E12,-123.220,-14.962,2,20,5.8087,5.75126,3.67191
E12,-75.602,-9.099,3,44,11.1049,11.3899,10.262
E12,-77.836,46.708,2,35,13.346,13.3273,12.2228
E12,-126.877,9.637,3,34,5.22772,4.89522,3.65525
E12,-112.941,-37.412,3,32,8.11172,7.27444,5.43577
E12,-34.259,-13.339,2,47,12.2761,13.2091,12.8789
E12,-93.077,-18.020,3,65,7.76574,7.79718,5.42856
E12,-119.272,-33.897,3,64,5.61881,5.74897,3.85241
E12,-2.750,19.925,3,15,10.4019,10.8769,10.3077
E12,14.151,58.167,2,33,11.2212,11.3509,11.1796
E12,-112.203,-26.423,2,31,6.66111,7.27,5.05101
E12,-129.413,-19.701,2,55,6.17885,6.06526,4.11704
E12,-84.724,-5.405,3,41,12.2004,12.6789,13.0292
E12,-76.478,5.849,2,57,10.2981,9.9182,9.09608
E12,-122.101,-25.700,2,32,6.31887,5.39886,3.19111
E12,-126.413,-34.492,3,53,4.38026,3.99677,3.09937
E12,-5.202,-2.766,2,62,11.1794,11.6719,11.6513
E12,-137.565,0.787,3,41,3.14133,3.37656,2.38726
E12,-72.263,16.571,3,41,7.26886,6.42555,4.94775
E12,-123.264,-34.697,3,27,5.22708,5.01174,4.19403
E12,12.620,4.171,2,50,11.4279,11.1974,9.8707
E12,-46.219,0.786,2,87,12.1937,11.7789,11.782
E12,-122.408,-25.235,3,17,4.52311,3.75402,3.08843
E12,-111.811,-31.819,3,47,7.04432,6.72894,4.35656
E12,-107.231,-13.225,2,32,5.70163,4.63846,3.75819
E12,-73.949,44.236,2,31,11.3691,11.2881,10.3548
E12,-100.940,-16.263,2,24,6.90224,6.5079,5.21502
E12,-52.167,103.670,2,45,7.83104,7.48565,5.44162
E12,-109.632,-17.158,3,29,7.46011,6.31496,5.01095
E12,-75.423,7.138,2,43,12.4435,12.6403,10.8151
E12,-86.037,3.686,2,13,11.6586,11.0588,10.6021
E12,-75.752,-21.865,2,30,8.5148,8.08811,6.78058
E12,-107.938,-33.549,2,33,7.37079,6.66838,4.12662
E12,-124.157,-29.105,2,39,6.07622,5.77067,4.33644
E12,-102.121,-28.564,3,106,5.80006,4.88484,4.62626
E12,-108.990,-12.408,3,15,6.21693,5.82159,5.01712
E12,-113.293,-16.796,3,43,5.24913,4.34884,3.74734
E12,-118.422,-10.019,3,77,4.19385,4.08738,3.40301
E12,-153.240,-3.665,3,43,4.59739,4.34859,3.43346
E12,-103.589,-10.040,2,27,6.4968,6.39465,4.77696
E12,-85.032,-19.812,3,55,13.2169,13.6283,13.4933
E12,-85.100,-15.362,3,50,11.4235,11.41,10.7068
E12,-94.687,-16.279,2,42,4.98467,4.32142,2.95
E12,-73.929,-3.738,3,28,11.5286,11.6026,11.1534
E12,-123.613,-30.790,3,30,7.38681,7.15525,6.72482
E12,-138.397,-26.241,2,22,4.22645,4.01286,3.10533
E12,-129.776,-13.988,3,28,5.23932,4.72182,4.12912
E12,-99.349,-15.486,3,50,8.10405,7.64593,7.37283
E12,-58.104,8.688,3,41,8.77982,8.23004,8.03952
E12,-39.012,9.844,3,48,11.0766,10.425,9.83687
E12,-79.671,-11.078,3,37,11.1489,12.2077,11.2768
E12,-112.298,-24.616,2,34,5.65387,5.50349,4.07957
E12,-36.793,173.149,2,47,10.7648,11.2193,10.5066
E12,-105.152,-29.604,2,34,6.09865,6.38624,4.61616
E12,-104.058,60.650,3,27,9.153,8.9509,7.4076
E12,-61.192,-0.342,2,53,10.1903,9.76633,9.26685
E12,-93.366,260.023,3,66,6.36743,6.48104,4.16303
E12,-67.771,21.734,3,30,12.9707,12.9877,13.0395
E12,-68.154,25.117,3,25,7.50889,7.2996,5.70902
E12,-55.432,37.609,2,64,11.7782,12.1419,11.6247
E12,-128.365,-20.879,3,25,5.12063,4.91924,3.87878
E12,-113.476,-29.384,3,47,4.43604,4.02675,2.69857
E12,18.835,290.226,3,94,10.3604,10.7008,8.0877
E12,-114.556,-22.757,3,50,4.59098,3.88707,2.71482
E12,-35.258,41.015,3,20,10.2381,10.8782,10.682
E12,-32.932,31.636,3,56,10.7087,10.7736,11.1528
E12,-114.865,-20.707,2,18,8.57867,8.3613,6.94539
E12,-73.507,6.319,3,26,12.3858,12.2333,10.5815
E12,-147.161,-24.445,3,57,3.69752,3.38547,2.54155
E12,-116.032,-27.280,3,32,5.30582,4.83241,4.26536
E12,-111.769,-5.754,2,16,6.11084,6.4624,4.71074
E12,-117.800,-19.197,3,36,4.14263,4.48029,4.01406
E12,-71.622,-16.033,3,76,11.7223,10.7383,9.35996
E12,-52.688,71.541,2,50,6.22528,6.09035,5.21388
E12,-65.471,-13.446,2,104,11.0651,10.288,9.7388
E12,-132.001,-25.962,2,21,4.6565,4.27215,3.40402
E12,-91.020,-19.001,3,55,6.48557,6.44991,4.73204
E12,-81.288,-15.623,3,54,6.16306,6.90526,6.01657
E12,-57.104,-4.740,2,78,11.1275,11.9187,11.2879
E12,-124.283,49.243,2,32,4.87729,4.84317,3.72526
E12,-133.710,-29.173,3,45,4.48059,3.91294,3.24774
E12,-110.334,21.147,3,43,7.28255,7.0413,5.26228
E12,-115.838,-26.987,2,30,5.79734,5.87463,4.42554
E12,-115.968,-27.457,2,45,9.22018,9.10465,7.91163
E12,-15.163,35.851,2,64,11.5148,10.3331,9.61907
E12,-84.403,-13.592,2,37,13.9781,13.4184,13.1443
E12,-99.787,34.794,2,38,13.203,13.1911,13.3168
E12,-112.800,-1.443,3,43,3.22715,3.19529,2.7605
E12,-130.234,0.480,2,36,4.94244,4.42319,3.42012
E12,-124.993,-16.195,3,53,6.06025,5.8715,4.44678
E12,-129.081,-15.222,3,46,6.67383,6.05064,4.326
E12,-117.644,-27.246,2,32,7.64965,7.85451,6.22432
E12,-54.379,-14.211,3,50,9.92769,9.99887,8.0087
E12,-128.723,-12.421,2,23,6.43102,6.38447,5.17853
E12,-86.521,36.390,2,56,11.0463,11.0371,10.5589
E12,-58.912,15.829,3,77,10.9281,12.7147,9.59522
E12,-80.100,17.152,2,86,11.9555,11.4326,10.7079
E12,-119.237,-25.037,3,22,6.7877,6.56743,5.58486
E12,-137.584,-26.438,2,39,2.9789,2.87813,2.18626
E12,-125.003,-17.989,3,14,5.40021,4.83939,3.65377
E12,-100.357,134.290,2,33,14.3081,14.1116,13.8227
E12,-126.578,-27.839,3,29,4.8439,4.43612,3.19051
E12,-94.898,-7.705,3,64,10.7555,11.4085,10.8544
E12,-137.576,-33.006,2,28,4.8475,3.77453,2.34494
E12,-28.472,-16.734,3,72,14.0958,12.3339,10.7718
E12,-139.241,-36.346,2,38,4.34294,4.23678,3.02208
E12,-107.076,-38.060,2,56,7.68584,6.77632,4.86446
E12,-61.758,24.998,3,79,10.0882,10.993,10.8041
E12,-118.477,215.523,2,49,4.44523,4.40686,3.46302
E12,-120.836,-29.922,2,47,7.32886,6.75606,4.90163
E12,-124.432,-23.682,2,29,7.04441,6.45018,4.18554
E12,-124.838,38.247,2,47,5.28756,4.76352,3.63632
E12,-37.741,20.128,2,45,6.79329,6.87121,3.637
E12,-79.298,-8.712,2,41,10.3975,10.2238,9.0501
E12,-110.024,-27.177,2,27,9.14346,8.2367,6.19493
E12,-111.335,-0.782,2,68,5.2786,4.15491,3.25549
E12,-130.229,-18.325,2,40,3.7305,3.5048,2.70038
E12,-77.264,4.309,2,39,7.66021,9.00979,6.64734
E12,-86.520,10.930,3,44,12.8499,13.0583,11.8987
E12,-80.285,-13.446,3,38,11.2236,12.052,12.1411
E12,-112.057,-34.374,2,30,5.50556,4.49856,3.26023
E12,-87.339,-31.545,2,39,9.14571,7.99043,6.78877
E12,-4.336,18.460,2,86,7.05817,7.86817,5.91716
E12,-105.341,-9.160,3,21,5.43922,5.39931,3.82613
E12,-31.403,33.816,3,52,11.0506,11.5865,11.8947
E12,-65.038,3.406,3,65,10.9156,11.8331,11.423
E12,-119.455,-37.509,3,50,8.88155,8.25833,6.74822
E12,-67.438,46.440,2,44,12.4019,12.7651,13.0611
E12,-49.821,-21.150,3,37,7.10852,4.35045,2.87674
E12,-123.087,-18.512,3,27,5.44922,5.41587,4.28086
E12,-118.033,-25.514,3,38,5.92275,4.94396,3.35702
E12,-106.137,-14.217,2,14,5.8716,5.64114,3.62558
E12,-59.970,-21.293,3,39,7.03817,5.50754,5.54423
E12,-119.116,-16.472,3,30,5.2164,4.73919,3.50016
E12,-68.389,-7.367,2,45,10.4401,10.463,10.052
E12,-119.731,-30.172,3,29,6.73843,7.07497,3.99603
E12,-95.752,-21.544,3,39,5.73464,4.52675,3.34076
E12,-72.281,-23.305,3,34,7.31792,6.72123,4.85057
E12,-41.318,8.992,3,30,13.333,12.9271,11.8251
E12,-121.155,-25.042,2,43,7.2598,7.24318,6.28489
E12,-109.093,12.504,2,37,6.56915,6.63204,3.69246
E12,-88.227,-15.149,3,36,5.498,4.33115,3.18817
E12,-57.399,-16.880,2,67,11.2489,11.2007,10.8827
E12,-63.805,-2.557,2,34,11.0569,11.4782,10.4092
E12,-65.885,-3.020,3,40,10.5438,10.5784,10.1437
E12,-89.374,76.123,2,38,7.71887,7.14199,5.327
E12,-86.928,13.418,3,45,11.69,11.733,10.7347
E12,-128.287,-30.717,2,32,4.12849,3.6484,2.50005
E12,-120.613,2.572,3,52,6.78303,6.75093,4.29624
E12,-125.502,-3.595,2,38,12.9621,12.8907,12.6389
E12,-47.264,-36.374,3,69,4.15659,3.4492,2.89162
E12,-117.900,38.898,3,58,6.56043,6.69048,5.22896
E12,-121.555,-18.009,2,47,6.04533,5.14459,3.04277
E12,-127.149,-9.874,3,40,5.8836,5.34442,4.21799
E12,-123.818,-5.123,3,26,5.46023,5.01937,4.18912
E12,-84.719,9.807,2,56,6.76036,6.91173,4.91529
E12,-135.679,-11.067,2,26,4.80078,3.9627,3.1414
E12,-121.452,-19.645,3,72,5.78147,6.26548,4.71286
E12,-67.199,2.531,3,92,10.1064,9.56925,9.05171
E12,-40.272,-5.578,3,45,7.4615,6.66608,6.45143
E12,-84.215,-6.225,2,40,10.7306,11.7063,10.7776
E12,-90.015,25.846,3,116,11.5063,11.8126,11.1661
E12,-112.614,-31.651,2,114,6.09028,5.77787,4.22716
E12,-110.883,-26.943,3,32,8.25402,7.25986,6.53576
E12,24.775,12.611,2,52,8.72027,7.6258,6.79364
E12,-63.933,-3.333,3,59,10.3858,10.7807,10.0742
E12,-68.798,-1.380,2,54,9.72799,9.55176,8.92742
E12,-101.118,4.996,2,72,5.83047,5.94042,3.54879
E12,-139.656,-28.890,3,23,4.79725,4.60815,3.84579
E12,-108.012,-24.707,2,18,7.59803,7.64344,5.82474
E12,-142.230,-27.701,2,41,5.29206,4.70102,3.44886
E12,-92.526,-10.275,2,17,9.15673,8.45662,7.27414
E12,-131.148,-29.179,3,42,5.56826,5.95693,4.14181
E12,-25.189,212.670,2,138,7.67463,7.22133,5.89965
E12,-93.111,-10.865,3,69,12.2058,11.8205,11.7525
E12,-121.608,-13.456,3,26,5.51474,5.59613,4.7378
E12,-123.441,65.240,3,30,4.47347,4.52534,3.17196
E12,-11.663,-7.203,3,39,11.4926,9.68525,9.62226
E12,-95.695,-18.956,3,32,8.55697,8.40075,6.0338
E12,-109.685,-8.836,2,31,8.3038,8.51232,7.02124
E12,-50.765,-2.920,2,42,10.435,9.05646,8.27089
E12,-105.134,-11.337,3,31,10.0118,9.52825,7.3744
E12,-101.642,23.267,3,90,9.09423,9.24708,8.01158
E12,-32.762,9.512,3,45,12.369,12.6162,11.3284
E12,-49.661,23.149,3,51,12.2988,11.3639,10.459
E12,-130.113,-11.310,3,17,4.98795,5.11028,3.7259
E12,-41.453,-15.876,2,53,12.0541,11.6496,10.4325
E12,-85.627,-7.944,3,110,11.2441,12.111,12.5285
E12,-65.019,1.178,3,28,12.8385,14.0667,13.9183
E12,-118.841,-25.677,3,32,5.05492,4.25481,3.36909
E12,-95.846,12.362,2,59,11.5531,11.1708,10.89
E12,-60.677,-25.340,2,59,7.9278,7.80191,6.66286
E12,-120.654,-27.195,3,49,6.35234,6.14238,4.48332
E12,-116.679,-22.796,2,54,6.28245,4.95929,3.64089
E12,-12.764,-21.356,3,38,6.01247,5.36315,4.79962
E12,-124.216,0.863,3,20,6.14169,5.53134,4.46922
E12,-56.916,-0.373,2,19,8.44022,7.21473,6.83945
E12,-78.055,26.849,3,40,11.7953,11.24,10.5184
E12,-116.935,-32.627,3,38,8.61447,8.02571,6.1272
E12,-66.714,-11.561,3,14,8.30958,7.33976,6.43342
E12,-66.667,11.307,3,41,12.095,12.5718,12.5496
E12,-108.940,-18.275,2,39,7.04304,6.16095,4.57799
E12,-54.895,-26.723,2,49,7.82448,6.46439,3.8847
E12,-141.160,-26.871,3,34,5.47344,4.42232,3.08741
E12,-99.425,-7.568,2,77,12.1093,11.7617,11.7037
E12,-128.861,-0.251,3,25,5.78721,5.75623,4.14853
E12,-45.531,24.228,2,47,7.79073,8.26118,7.16027
E12,-37.486,-6.930,2,35,6.45505,5.50724,4.41056
E12,-114.484,-27.028,3,27,4.50716,3.92186,3.39692
E12,-45.363,-2.499,2,83,12.0707,12.3226,10.6812
E12,-23.336,3.024,2,41,7.59915,8.28959,7.17996
E12,-123.929,15.114,3,35,4.08384,4.06668,2.55305
E12,-144.711,-43.659,3,37,3.74045,3.16285,2.12798
E12,-118.367,-24.555,3,64,7.04098,6.60042,5.86035
E12,-107.817,-23.152,3,53,6.36353,6.52906,4.2864
E12,-125.518,-16.804,3,24,6.92694,6.75997,4.49233
E12,-84.928,-15.666,3,47,13.9142,13.4361,13.1035
E12,-51.635,13.170,3,39,9.47677,9.67743,7.66529
E12,-68.393,-2.227,2,34,5.67986,5.11361,3.76594
E12,-44.273,100.273,3,98,7.45176,7.27024,4.56989
E12,-2.907,0.742,3,61,8.44337,6.54626,5.04796
E12,-125.931,-18.217,2,52,4.72767,5.18587,3.23997
E12,-90.623,-24.989,2,36,9.22615,8.75037,7.11872
E12,-41.643,20.895,3,89,11.1199,10.176,9.84852
E12,-85.749,68.477,2,42,6.08677,6.04783,4.72996
E12,-56.098,-2.635,3,77,12.1624,12.8938,11.463
E12,-103.330,-26.506,3,25,5.97571,5.86478,3.62529
E12,-72.116,4.428,3,43,11.2269,11.2449,10.3906
E12,-88.188,-18.690,3,16,7.59491,7.17671,5.54478
E12,-65.868,10.692,3,18,10.2901,10.465,10.0824
E12,-48.944,21.272,2,39,14.0927,13.5476,12.8103
E12,9.307,-7.350,2,41,6.78711,7.32506,6.87742
E12,-74.929,-3.662,2,44,11.3824,12.1507,12.0485
E12,-27.216,12.092,3,61,6.45249,6.72019,4.09588
E12,-132.097,-21.930,3,29,4.41209,5.12056,4.29419
E12,-17.888,-9.698,3,176,10.0121,9.46435,9.03697
E12,-74.234,-7.125,3,58,12.693,12.7957,12.1663
E12,-129.421,-23.138,3,39,4.53674,4.5909,3.20245
E12,-26.055,-14.891,3,60,11.3519,11.0025,8.88074
E12,-112.024,-19.219,3,54,7.87748,7.34072,4.57175
E12,-79.741,-7.737,2,49,10.7856,10.8172,10.1336
E12,-117.753,-14.984,3,46,7.71135,7.19062,6.15257
E12,-130.457,-32.318,3,45,5.5522,4.45688,3.15125
E12,-96.650,-15.793,3,20,8.38382,7.89845,7.07778
E12,-84.434,-23.888,3,35,6.49016,5.88403,4.40172
E12,-109.525,-34.264,3,25,6.23253,5.91652,3.19613
E12,-111.386,-25.261,3,34,7.79017,7.97638,5.05696
E12,-78.617,-12.602,3,44,6.05295,5.68206,4.38764
E12,-133.741,-23.576,3,52,5.37002,4.26347,3.61776
E12,-51.358,19.699,3,44,8.56926,8.23818,5.34401
E12,-80.516,35.035,3,39,13.386,13.2181,12.8594
E12,-90.636,13.077,3,59,13.0849,12.5522,10.4667
E12,2.921,-4.099,2,45,12.5833,11.1996,9.24491
E12,-130.140,-31.607,2,37,5.08387,4.47417,3.49833
E12,-37.086,-0.994,2,95,7.92393,8.28495,5.94863
E12,-121.675,-36.660,3,45,4.84146,4.20447,2.80057
E12,-128.091,41.865,2,30,4.89972,4.11005,3.00486
E12,-118.726,-17.645,3,19,5.87199,5.714,3.82945
E12,-68.708,14.751,2,31,9.9684,10.3341,9.52657
E12,-92.341,27.103,2,69,14.1029,14.6219,13.8865
E12,-90.027,-9.678,3,59,11.298,12.0462,11.6657
E12,-111.410,-15.886,2,44,5.83787,3.854,2.28398
E12,-45.380,3.903,3,165,7.45279,7.54342,4.73059
E12,-126.725,-36.597,3,54,4.39937,2.97633,2.3415
E12,-54.112,-19.012,2,43,8.97846,8.22162,6.46272
E12,-88.493,1.793,2,27,10.1619,9.97385,9.70708
E12,-117.680,-14.411,3,97,8.9171,8.68563,7.33274
E12,-109.322,52.725,3,62,6.19942,6.46799,6.02825
E12,-99.953,-20.251,3,13,7.22513,6.51321,3.96692
E12,-121.011,0.839,2,31,6.24245,5.3746,4.25059
E12,-104.797,-6.801,3,63,6.7356,6.09056,4.84534
E12,-116.550,-17.245,3,33,6.413,6.6763,4.28305
E12,-120.982,-28.036,2,21,6.11128,6.3808,4.60719
E12,-73.039,-2.788,2,40,11.564,11.5958,10.6716
E12,-78.601,0.010,2,66,10.7741,11.7189,11.4925
E12,1.633,-23.375,2,121,12.5753,11.041,10.5584
E12,-147.157,-33.802,3,29,4.1936,4.38076,3.05063
E12,-51.273,-13.393,3,31,7.08714,8.08607,5.69734
E12,-87.511,16.208,3,65,11.2244,11.0576,10.4888
E12,-13.002,156.354,2,46,11.4332,12.0146,9.43277
E12,-36.240,24.718,2,38,8.08921,8.05123,4.87107
E12,-48.241,35.447,3,34,11.4851,11.8074,11.3324
E12,-79.205,-12.281,2,69,12.4562,13.0738,12.9455
E12,-99.598,56.412,2,55,8.44093,8.22918,5.61103
E12,28.333,99.992,2,40,12.7657,11.4655,11.9232
E12,-77.227,-34.554,3,62,5.73416,4.2631,3.32127
E12,-62.910,-19.718,3,62,7.77894,7.86208,5.41763
E12,-86.581,-28.924,3,33,4.80988,5.3306,4.31284
E12,-31.902,441.247,2,33,7.78795,7.67655,4.67537
E12,-144.767,-24.400,3,48,4.98869,4.65322,3.22839
E12,-124.206,-28.328,3,37,5.27352,4.76223,3.43375
E12,-116.116,-30.132,2,53,6.16668,6.37546,4.88034
E12,-116.694,-27.393,3,39,5.57619,4.43517,3.33433
E12,-33.861,-21.965,3,57,5.83657,4.46199,3.65554
E12,-48.887,-13.189,2,62,11.2158,10.8762,10.268
E12,-130.128,-30.462,2,28,6.10688,6.00034,3.88432
E12,-123.049,-16.903,3,35,6.7623,6.5337,5.4582
E12,-126.108,-26.503,2,37,5.23433,4.40656,3.37104
E12,-98.361,-11.887,2,60,11.8669,11.3818,10.897
E12,-109.195,-27.403,2,62,4.54921,3.90885,3.15247
E12,-54.517,3.300,3,62,12.082,12.2811,11.645
E12,-70.193,-18.348,3,33,3.9499,3.48089,2.51915
E12,-24.615,9.814,3,39,9.10899,8.90557,8.62158
E12,-52.596,-11.035,2,46,8.62032,6.37524,6.18099
E12,-72.133,16.544,2,134,11.6789,12.6104,11.8987
E12,-85.604,-4.296,2,61,11.26,12.1924,11.6914
E12,-110.156,-31.433,3,48,5.63755,6.10815,3.99478
E12,-105.207,-28.030,3,26,6.02054,6.47411,4.9639
E12,-34.355,63.004,3,49,9.19454,7.69709,5.303
E12,-112.380,-11.352,3,40,7.79887,8.3724,6.57424
E12,-17.703,-5.743,3,51,11.6727,10.8109,7.4848
E12,-98.950,-11.823,2,49,12.0559,12.0417,11.9087
E12,-110.953,-28.269,2,41,6.78558,6.55814,4.57679
E12,-117.541,-7.263,3,14,5.09532,5.03152,3.75683
E12,-92.539,-19.912,2,19,8.0826,7.80886,4.81047
E12,-41.652,97.360,2,71,8.58539,7.64077,6.03187
E12,-135.812,41.653,2,45,5.26052,5.39262,3.99794
E12,-95.530,-30.475,2,39,4.10694,4.36983,3.06098
